RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
8883,15614643,Chifo,731,Spain,Female,39,2,0,2,1,0,136737.13,0
8884,15707696,Lu,471,Spain,Female,28,5,0,2,1,1,22356.97,0
8885,15749583,Bellucci,686,Germany,Female,38,2,93569.86,3,0,0,10137.34,1
8886,15815125,Michael,668,Spain,Male,45,4,102486.21,2,1,1,158379.25,0
8887,15779620,Sinclair,575,France,Male,36,1,0,1,0,1,94570.56,0
8888,15768233,Chukwuebuka,435,Germany,Male,37,8,114346.3,1,0,1,980.93,1
8889,15637788,Schmidt,743,France,Male,23,3,110203.77,1,1,0,95583.45,0
8890,15777046,Parry,580,France,Female,39,9,128362.59,1,1,0,86044.98,0
8891,15788723,McIntyre,599,Germany,Female,49,10,143888.22,2,1,1,166236.38,1
8892,15790489,Lo Duca,534,Spain,Male,34,5,170600.78,1,0,1,5240.53,0
8893,15739476,Ferrari,680,France,Female,32,5,0,1,1,1,150684.23,0
8894,15612670,Berry,631,Spain,Female,46,10,0,2,1,1,129508.96,0
8895,15631222,Cattaneo,485,France,Female,39,2,75339.64,1,1,1,70665.16,0
8896,15658972,Foster,699,France,Female,40,8,122038.34,1,1,0,102085.35,0
8897,15724691,Gordon,712,France,Male,34,1,0,2,1,1,195052.12,0
8898,15740442,May,603,France,Male,51,8,186825.57,1,1,0,93739.71,1
8899,15760427,Cameron,850,France,Male,40,6,124788.18,1,1,0,65612.12,0
8900,15677939,Ch'eng,584,France,Female,41,3,0,2,1,1,160095.48,0
8901,15611599,Curtis,604,France,Female,71,2,0,2,1,1,49506.82,0
8902,15633474,Whitehead,586,France,Male,51,2,138553.57,1,1,1,92406.22,0
8903,15671973,Chukwuemeka,467,Spain,Male,39,5,0,2,1,1,7415.96,0
8904,15790019,Onwughara,520,France,Male,35,9,105387.89,1,1,1,25059.06,0
8905,15737735,Grant,683,Spain,Male,40,4,95053.1,1,1,1,116816.54,1
8906,15661745,Browne,557,France,Male,36,3,0,1,0,1,144078.02,0
8907,15797065,Goloubev,613,Spain,Female,32,0,0,2,0,1,126675.62,0
8908,15710671,Gordon,786,France,Male,34,3,137361.96,1,0,0,183682.09,0
8909,15656522,Sutherland,593,Spain,Male,32,10,158537.42,1,1,0,166850.57,0
8910,15705085,Quesada,670,Spain,Female,29,9,0,2,1,0,27359.19,0
8911,15744873,Wright,657,Germany,Female,48,5,143595.87,1,0,0,101314.65,1
8912,15781914,Simmons,718,Germany,Male,32,9,169947.41,2,1,1,27979.16,0
8913,15637354,Yobachukwu,623,France,Female,24,7,148167.83,2,1,1,109470.34,0
8914,15717307,Read,496,France,Male,31,5,0,2,1,0,93713.13,0
8915,15746695,Wunder,429,France,Female,39,6,48023.83,1,1,0,74870.99,0
8916,15804962,Nnaife,606,France,Male,36,1,155655.46,1,1,1,192387.51,1
8917,15665378,Shen,499,France,Female,46,6,0,2,1,0,73457.55,0
8918,15757865,Powell,642,France,Male,62,7,0,2,1,1,61120.75,0
8919,15578787,Goddard,641,France,Female,52,4,0,1,1,0,90964.54,1
8920,15794323,Buckley,673,France,Male,32,8,121240.76,1,1,0,116969.73,0
8921,15697546,McIntyre,570,France,Female,36,3,0,2,1,0,92118.75,0
8922,15629519,Yen,472,France,Female,37,1,0,2,1,1,48357.9,0
8923,15624703,Okonkwo,550,Germany,Male,35,9,129847.75,2,1,0,197325.4,0
8924,15570002,Burlingame,625,Germany,Female,55,8,118772.71,4,0,0,135853.62,1
8925,15808566,Hs?,516,France,Male,46,2,0,2,1,1,169122.54,0
8926,15805463,Board,682,Germany,Male,32,2,105163.88,2,1,1,164170.46,0
8927,15709136,Adams,620,France,Male,28,8,0,2,1,1,199909.32,0
8928,15801605,Rizzo,626,France,Female,39,0,0,2,1,1,83295.09,0
8929,15567855,Chukwufumnanya,623,France,Female,29,1,0,2,0,0,39382.06,0
8930,15675141,Fraser,569,France,Female,35,4,93934.63,1,1,0,184748.23,0
8931,15665759,Russell,724,France,Female,69,5,117866.92,1,1,1,62280.91,0
8932,15761487,Yefimova,678,France,Female,55,5,0,1,0,1,196794.11,1
8933,15700394,Palermo,713,Spain,Female,26,4,122857.46,2,1,0,144682.17,1
8934,15631162,Bergamaschi,631,France,Male,32,10,0,2,0,1,196342.66,0
8935,15630641,Shao,846,France,Female,37,6,127103.97,1,1,1,41516.44,0
8936,15585066,Chimaraoke,660,France,Female,43,1,0,1,0,1,112026.1,1
8937,15722991,McGregor,567,France,Male,54,9,96402.96,1,0,0,52035.29,1
8938,15737404,Kesteven,731,France,Male,31,1,132512.26,1,1,1,185466.85,0
8939,15722409,Ritchie,693,Spain,Male,47,8,107604.66,1,1,1,80149.27,0
8940,15806420,Jenks,772,France,Male,34,9,0,2,1,0,170980.86,0
8941,15658148,Udokamma,657,France,Male,38,7,0,2,1,0,185827.74,0
8942,15810660,Boyle,774,Germany,Male,34,4,120875.23,2,0,1,113407.26,0
8943,15709780,Azuka,667,France,Female,37,9,71786.9,2,1,1,67734.79,0
8944,15727350,Pai,516,France,Female,37,8,113143.12,1,0,0,3363.36,0
8945,15752312,Howells,551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0
8946,15616745,Hs?,542,Spain,Male,35,2,174894.53,1,1,1,22314.55,0
8947,15572294,Kelly,623,France,Male,28,7,0,1,0,0,129526.57,0
8948,15674110,Walton,701,France,Female,43,2,160416.56,1,0,1,37266.43,0
8949,15662501,Ebelechukwu,583,France,Male,48,3,91246.53,1,1,0,60017.46,1
8950,15649239,Vasilieva,731,Spain,Male,46,10,0,2,1,0,153015.42,0
8951,15700424,Hsiao,461,France,Female,35,5,0,1,1,1,54209.02,0
8952,15636388,Abrego,702,Germany,Female,23,7,98775.23,1,1,0,114603.96,0
8953,15713975,Gibson,565,Germany,Female,47,10,139756.12,1,1,0,165849.49,1
8954,15592925,Giordano,711,Spain,Male,42,3,177626.77,3,0,1,16392.72,1
8955,15581626,Mancini,664,France,Male,54,8,0,1,1,1,162719.69,1
8956,15641319,Afanasyeva,518,Spain,Male,50,4,0,1,0,0,107112.25,1
8957,15723481,Wright,728,Spain,Male,42,8,0,2,0,1,41823.22,0
8958,15787825,Okwudiliolisa,585,Germany,Male,37,6,152496.82,1,1,1,99907.29,0
8959,15710726,Hughes,573,France,Male,52,8,0,2,0,1,178229.04,0
8960,15627195,Parrott,568,Germany,Male,26,1,112930.28,2,1,0,22095.73,0
8961,15657957,Hughes,602,Germany,Female,26,8,113674.2,1,1,0,197861.16,1
8962,15676117,Zinachukwudi,603,France,Male,44,9,0,1,1,0,138328.24,0
8963,15607874,Keane,687,France,Male,38,0,144450.58,1,0,1,137276.83,0
8964,15796993,McCollum,741,France,Male,52,1,171236.3,2,0,0,21834.4,1
8965,15649858,Simpson,469,Spain,Male,37,9,96776.49,1,1,1,119890.86,0
8966,15811032,Gambrell,477,Germany,Female,58,8,145984.92,1,1,1,24564.7,0
8967,15679963,Moretti,737,Germany,Male,43,8,96353.8,1,0,0,10209.8,0
8968,15579131,Ricci,835,France,Male,25,7,0,2,1,1,83449.65,0
8969,15572428,Rieke,717,Germany,Female,33,0,115777.23,1,1,1,81508.1,0
8970,15622461,Ndubuagha,562,France,Female,51,7,122822,2,0,0,32626.21,0
8971,15636105,Chung,758,Spain,Male,61,2,0,2,1,1,43982.41,0
8972,15583849,Ts'ai,408,France,Male,40,3,0,2,0,0,124874.23,0
8973,15718780,Cox,650,Spain,Female,32,4,79450.09,1,1,1,118324.75,0
8974,15739271,Lei,582,Germany,Male,33,2,122394,1,1,1,22113.93,0
8975,15697129,Ulyanova,706,Spain,Female,43,1,0,2,1,0,31962.77,0
8976,15763415,Gray,567,Germany,Male,41,0,134378.89,1,1,1,105746.94,0
8977,15796617,McGregor,720,France,Male,29,2,0,2,1,0,39925.52,0
8978,15626628,Tretiakova,631,Spain,Female,31,2,88161.85,2,1,0,127630.88,0
8979,15765857,Genovesi,623,Spain,Male,41,2,142412.13,1,1,0,28778.98,0
8980,15742511,Gordon,514,France,Male,35,3,121030.9,1,1,0,10008.68,0
8981,15786433,Aitken,650,Germany,Female,35,3,165982.43,2,1,1,24482.16,0
8982,15685805,Ginikanwa,673,Spain,Female,35,6,0,2,1,0,98618.79,0
8983,15627971,Coates,504,France,Female,32,8,206663.75,1,0,0,16281.94,0
8984,15783025,Piazza,723,Germany,Male,37,3,94661.53,2,1,0,121239.65,0
8985,15726289,Cawood,645,France,Male,25,0,174400.36,1,1,0,42669.37,0
8986,15802118,Ignatieff,664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0
8987,15607990,Gallo,760,Spain,Male,43,6,175735.5,1,1,1,157337.29,0
8988,15695932,Yelverton,766,Spain,Male,36,5,78381.13,1,0,1,153831.6,0
8989,15812279,William,634,France,Male,37,5,115345.86,2,0,0,168781.8,0
8990,15687558,Mault,640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0
8991,15729065,Mackay,784,Germany,Male,28,2,109960.06,2,1,1,170829.87,0
8992,15698902,McIntyre,547,Germany,Female,42,1,142703.4,1,1,0,86207.49,1
8993,15570192,Henry,608,Germany,Female,40,8,121729.42,1,0,0,61164.45,0
8994,15809265,Kao,547,France,Female,35,4,0,1,1,1,133287.73,0
8995,15745201,Frewin,612,France,Female,43,4,139496.35,2,1,1,77128.23,0
8996,15580623,Yefremova,573,Spain,Male,28,8,0,2,0,0,77660.03,0
8997,15578156,Anenechukwu,615,Spain,Male,32,5,138521.83,1,1,1,56897.1,0
8998,15631063,Trentino,710,France,Female,33,2,0,2,1,0,72945.32,0
8999,15692577,Tomlinson,674,Germany,Female,38,10,83727.68,1,1,0,45418.12,0
9000,15810910,Royston,702,Spain,Female,38,9,0,2,1,1,158527.45,0
9001,15723217,Cremonesi,616,France,Male,37,9,0,1,1,0,111312.96,0
9002,15733111,Yeh,688,Spain,Male,32,6,124179.3,1,1,1,138759.15,0
9003,15610727,Ch'in,605,France,Male,36,7,128829.25,1,1,0,190588.59,0
9004,15792720,Martinez,676,France,Male,33,6,171490.78,1,0,0,79099.64,0
9005,15723153,Wearing,708,Spain,Male,33,3,0,2,1,0,138613.21,0
9006,15802823,Maclean,745,Spain,Female,38,7,0,2,1,1,194230.82,0
9007,15756118,T'ao,661,Spain,Male,20,8,0,1,1,0,110252.53,0
9008,15684934,Rose,726,France,Male,31,9,0,2,1,1,106117.3,0
9009,15776936,Whitworth,475,France,Male,40,7,160818.08,1,0,1,169642.13,1
9010,15729087,Suttor,751,Germany,Male,54,9,156367.6,2,0,1,116179.92,0
9011,15786463,Hsing,645,Germany,Female,59,8,121669.93,2,0,0,91.75,1
9012,15717498,Boni,775,France,Male,42,6,133970.22,2,0,1,187839.9,0
9013,15718406,Marshall,540,France,Male,41,3,0,2,1,0,121098.65,0
9014,15799468,Catchpole,591,France,Female,34,3,96127.27,1,0,0,30972.06,0
9015,15626383,Tang,596,Spain,Male,60,7,121907.97,1,0,1,30314.04,0
9016,15597385,Siddons,573,Spain,Male,41,5,0,2,0,1,14479.29,0
9017,15570271,Wan,577,Spain,Male,31,6,0,1,1,1,196395.25,0
9018,15690330,Efimov,830,Germany,Female,40,8,77701.64,1,0,1,19512.38,0
9019,15680611,Rose,663,France,Male,67,9,0,3,1,1,72318.77,0
9020,15810227,Fanucci,421,France,Male,34,2,0,2,1,1,96615.23,0
9021,15807194,Iweobiegbulam,718,Spain,Male,34,5,113922.44,2,1,0,30772.22,0
9022,15712199,Ijendu,655,Germany,Female,61,2,183997.7,2,1,1,161217.18,0
9023,15694995,O'Sullivan,712,France,Male,23,2,0,2,0,1,66795.78,0
9024,15723400,Hutchinson,663,France,Male,28,4,0,2,1,1,123969.64,0
9025,15654772,Kwemto,640,France,Female,47,6,89799.46,2,0,1,13783.77,1
9026,15574743,Chiu,577,Spain,Male,29,2,0,1,1,1,168924.41,0
9027,15807593,Berry,546,Spain,Female,36,7,85660.96,1,0,0,134778.01,0
9028,15686718,Hung,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,0
9029,15695299,Mordvinova,590,France,Female,45,2,81828.22,1,1,0,52167.97,0
9030,15722701,Bruno,594,Germany,Male,18,1,132694.73,1,1,0,167689.56,0
9031,15799635,Arbour,577,Spain,Male,51,2,108867,1,0,0,140800.66,1
9032,15742323,Barese,541,France,Male,39,7,0,2,1,0,19823.02,0
9033,15658435,Hingston,781,France,Female,27,5,0,2,0,0,72969.9,0
9034,15586029,Davis,806,Germany,Male,34,2,96152.68,2,1,0,143711.02,0
9035,15772337,Lawrence,723,Germany,Female,49,0,153855.52,1,1,1,180862.26,1
9036,15807555,Chung,535,France,Male,45,2,0,2,1,0,125658.28,0
9037,15603378,Padovano,768,France,Female,36,3,141334.95,1,0,1,125870.5,0
9038,15792862,Blinova,653,Germany,Male,41,1,104584.11,1,1,0,15126.32,1
9039,15657349,Carter,803,Germany,Female,50,8,98173.02,1,0,0,22457.25,1
9040,15777614,Webb,545,Spain,Female,44,1,0,2,1,1,82614.89,0
9041,15653952,T'an,581,Germany,Female,38,3,135157.05,1,1,1,32919.42,0
9042,15724336,Yates,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,0
9043,15689594,Su,731,France,Male,29,5,179539.2,1,0,0,112010.02,0
9044,15801920,Christian,727,Germany,Male,39,5,80615.46,2,0,0,180962.32,0
9045,15653347,Chiu,560,Spain,Male,47,1,0,1,0,0,128882.66,1
9046,15749951,Sacco,766,Germany,Male,27,5,126285.73,1,1,0,177614.17,1
9047,15648178,Lettiere,630,Germany,Female,23,4,137964.51,1,0,1,174570.55,0
9048,15738662,Daluchi,652,Germany,Male,41,9,159434.03,1,1,0,178373.93,0
9049,15640855,T'ien,729,Germany,Male,40,5,113574.61,2,1,0,103396.08,0
9050,15584288,Hung,629,France,Female,33,6,0,2,1,1,59129.72,0
9051,15760988,Liu,667,Germany,Male,33,9,124573.33,2,0,0,683.37,0
9052,15569624,Feng,671,Germany,Female,31,6,105864.6,2,1,0,145567.34,0
9053,15597949,Gilbert,768,Germany,Female,47,5,104552.61,1,1,0,48137.08,1
9054,15604551,Robb,732,France,Female,35,3,0,2,1,0,90876.95,0
9055,15617476,Manfrin,546,France,Female,30,5,0,2,0,1,198543.09,0
9056,15645323,Chinwenma,630,France,Male,55,2,0,1,1,1,106202.07,1
9057,15793311,Smith,765,Germany,Female,46,8,119492.88,2,0,1,166896.01,1
9058,15764153,Rowe,704,France,Female,33,0,130499.09,2,1,1,74804.36,0
9059,15802560,Moran,470,Spain,Female,48,6,140576.11,1,1,1,116971.05,0
9060,15728608,Walker,688,Germany,Female,34,9,91025.58,2,0,1,163783,0
9061,15770474,Myers,685,France,Female,33,1,0,3,0,1,70221.13,1
9062,15724444,Wall,567,France,Female,38,1,125877.65,2,1,1,107841.77,0
9063,15753110,McKay,720,Spain,Male,64,3,45752.78,2,1,0,79623.28,1
9064,15711521,Egobudike,609,France,Male,39,3,121778.71,1,1,1,138399.67,0
9065,15632816,Williams,521,Germany,Female,49,2,127948.57,1,1,1,182765.14,0
9066,15693637,Ochoa,556,France,Female,30,7,0,2,1,1,186648.19,0
9067,15725509,Otutodilinna,662,Germany,Male,30,5,115286.68,2,1,1,149587.92,0
9068,15684645,Ajuluchukwu,704,Germany,Male,41,9,62078.21,2,1,0,129050.67,0
9069,15692235,Bellucci,750,France,Female,38,1,0,2,1,0,47764.99,0
9070,15777459,Gordon,619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1
9071,15656937,Johnston,468,Spain,Male,26,1,131643.25,1,1,0,64436.16,0
9072,15610643,De Luca,435,Germany,Male,44,3,151739.65,1,1,0,167461.5,0
9073,15777315,Hill,529,France,Male,43,6,93616.35,2,0,0,98348.66,0
9074,15611058,Eluemuno,702,Germany,Female,60,5,138597.54,2,1,1,41536.59,1
9075,15630413,Howarth,608,France,Female,41,5,0,2,1,1,72462.25,0
9076,15635942,Thomson,576,France,Male,40,9,0,2,1,0,112465.19,1
9077,15648858,King,666,France,Female,27,1,85225.21,1,0,1,64511.44,0
9078,15810732,Grant,730,France,Female,36,8,148749.29,2,1,0,91830.75,0
9079,15705448,Gilbert,647,Germany,Male,52,7,130013.12,1,1,1,190806.36,1
9080,15730488,Richmond,516,Spain,Female,27,1,0,1,0,1,112311.15,0
9081,15620443,Fiorentino,711,France,Female,81,6,0,2,1,1,72276.24,0
9082,15741078,Greece,736,France,Male,54,7,111729.47,2,0,1,84920.49,0
9083,15753161,Dickson,768,France,Female,36,5,180169.44,2,1,0,17348.56,0
9084,15711396,Henderson,427,Spain,Male,40,8,0,2,1,1,82870.75,0
9085,15593499,Stevens,686,Spain,Female,47,6,0,1,1,0,32080.69,1
9086,15579189,Mitchell,690,France,Female,42,5,0,2,0,1,120512.08,0
9087,15743545,Nworie,647,Spain,Female,29,2,0,2,1,0,179032.68,0
9088,15791316,Boni,714,France,Male,35,3,0,2,1,1,95623.28,0
9089,15608246,Wentcher,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,1
9090,15676526,Bentley,608,France,Female,34,4,88772.87,1,1,1,168822.01,0
9091,15813911,Hayes-Williams,809,France,Female,39,5,0,1,1,0,77705.75,0
9092,15630195,Johnstone,745,France,Female,40,6,131184.67,1,1,1,49815.62,0
9093,15736250,Johnstone,781,France,Male,38,2,117810.79,1,0,1,65632.33,1
9094,15671334,Nixon,527,France,Male,31,4,0,1,1,0,169361.89,0
9095,15574169,Trevisano,595,Germany,Female,32,0,92466.21,1,1,0,4721.3,0
9096,15718839,Tsui,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0
9097,15762331,Moss,569,France,Male,37,9,178755.84,1,1,0,199929.17,0
9098,15606901,Graham,728,France,Male,43,7,0,2,1,0,40023.7,0
9099,15713559,Onyemauchechukwu,473,Germany,Female,32,5,146602.25,2,1,1,72946.95,0
9100,15768881,Saunders,738,France,Male,29,2,0,2,1,1,170421.13,0
9101,15743075,Ko,659,France,Male,35,6,0,2,1,1,58879.11,0
9102,15660980,Cairns,597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0
9103,15810942,Chiemela,445,Germany,Female,61,2,137655.31,1,0,1,29909.84,0
9104,15728362,Robertson,671,France,Female,29,3,0,2,1,0,158043.11,0
9105,15683339,P'eng,656,Spain,Female,34,6,59877.33,1,1,0,14032.62,1
9106,15685476,Tseng,658,France,Male,31,5,100082.14,1,0,1,49809.88,0
9107,15663650,Russell,698,Germany,Male,52,10,107304.39,3,1,0,28806.32,1
9108,15617434,Yen,655,Spain,Male,38,9,0,1,0,1,90490.33,0
9109,15622470,Yeh,772,Spain,Male,41,10,96032.22,1,1,1,75825.57,0
9110,15703682,Kalinina,681,Spain,Male,33,10,0,1,0,0,158336.36,0
9111,15727391,Collier,688,Germany,Male,29,9,144553.5,2,1,0,143454.95,0
9112,15711062,Thomas,633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0
9113,15567339,Shaw,735,France,Male,73,9,0,1,1,1,114283.33,0
9114,15760662,Francis,521,Germany,Female,29,2,87212.8,1,1,1,994.86,0
9115,15605737,George,541,France,Male,36,5,0,2,1,0,124795.84,0
9116,15692977,Ikenna,612,Germany,Female,36,2,130700.92,2,0,0,77592.8,0
9117,15672082,Schatz,562,France,Male,62,3,0,2,1,0,105986.01,0
9118,15600280,Tao,703,France,Female,32,6,0,2,0,0,33606.52,0
9119,15804052,Scott,710,Spain,Male,23,6,0,2,1,1,134188.11,0
9120,15576065,Sims,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1
9121,15796838,Chibugo,703,Spain,Male,58,4,92930.92,1,0,1,85148.78,0
9122,15693526,Ku,618,France,Female,40,0,0,1,1,0,119059.13,0
9123,15748595,Stanton,689,France,Female,29,1,77556.79,2,1,1,122998.26,0
9124,15679029,Kung,718,France,Male,33,7,102874.28,1,0,0,117841.06,0
9125,15753639,Gibson,608,France,Male,37,5,146093.39,2,0,0,160593.41,0
9126,15604138,Iheanacho,749,Spain,Male,34,2,0,1,0,0,174189.04,1
9127,15666095,Costa,753,Spain,Male,51,4,79811.72,2,0,1,68260.27,1
9128,15643487,Sal,630,Spain,Male,39,10,105473.74,1,0,0,58854.88,1
9129,15764033,Lin,693,Germany,Female,43,1,121927.92,1,1,0,87994.95,1
9130,15747288,Ferri,838,Spain,Female,40,6,61671.19,1,0,1,150659.35,1
9131,15790599,Yin,756,Germany,Female,39,5,149363.12,2,1,1,109098.39,0
9132,15737705,Avdeyeva,775,France,Female,27,4,152309.37,1,1,0,104112,0
9133,15737194,Tu,635,France,Female,33,5,0,2,1,0,122949.71,0
9134,15726776,Donnelly,705,Spain,Male,36,1,111629.29,1,1,1,21807.16,0
9135,15804357,Loggia,481,France,Male,40,3,0,1,1,1,32319.93,0
9136,15664432,Chao,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,1
9137,15688984,Belonwu,595,France,Male,20,4,95830.43,1,1,0,177738.98,0
9138,15583026,Welch,535,France,Female,38,0,135919.33,1,1,0,80425.65,0
9139,15771668,Henderson,578,France,Male,59,10,185966.64,1,0,0,9445.42,1
9140,15779904,Yobanna,597,France,Female,29,5,0,2,1,1,174825.57,0
9141,15784323,Gallo,449,France,Female,21,7,0,2,0,0,175743.92,0
9142,15756277,Wilson,850,Germany,Female,43,8,92244.83,2,1,0,54949.73,0
9143,15663312,Marino,494,France,Female,35,9,112727.06,2,1,0,183752.91,0
9144,15793197,Bailey,676,France,Female,34,8,100359.54,1,0,0,46038.28,0
9145,15731463,Gboliwe,818,Germany,Male,43,10,105301.5,1,1,1,78941.59,0
9146,15621768,Chukwuhaenye,712,Spain,Male,45,6,112994.65,1,0,0,198398.68,0
9147,15691323,Bianchi,672,Germany,Male,40,4,89025.88,2,1,0,188892.19,0
9148,15781326,Ford,636,France,Male,35,9,95478.17,1,0,0,169286.74,0
9149,15595640,Rizzo,698,France,Male,37,8,0,2,0,0,145004.39,0
9150,15814331,Lung,597,Germany,Female,43,7,119127.46,2,1,0,55809.92,0
9151,15602030,Ramirez,717,France,Male,28,4,128206.79,1,1,1,54272.12,0
9152,15747974,Sabbatini,614,France,Male,49,1,0,2,1,0,192440.54,0
9153,15611315,Ts'ao,708,Germany,Female,23,4,71433.08,1,1,0,103697.57,0
9154,15636977,Trevisan,507,Germany,Male,36,9,118214.32,3,1,0,119110.03,1
9155,15690337,Chinwenma,581,France,Female,27,5,102258.11,2,1,0,194681.6,0
9156,15680666,Berry,579,Spain,Female,39,2,151963.26,2,1,0,158948.63,0
9157,15679551,Colombo,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,1
9158,15778915,Harris,737,France,Female,32,7,128551.36,2,0,1,189402.71,0
9159,15568849,Bryan,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0
9160,15747762,Chigozie,609,France,Male,32,7,118520.41,1,0,0,3815.48,0
9161,15753679,Mullawirraburka,778,France,Male,24,4,0,2,1,1,162809.2,0
9162,15750049,Steele,621,France,Male,40,10,163823.37,1,0,0,89519.47,0
9163,15606097,Zakharov,665,Germany,Male,63,7,104469.58,1,1,1,25165.36,1
9164,15802368,Ch'eng,608,France,Female,47,6,0,1,1,1,126012.57,0
9165,15767488,Berry,680,Spain,Male,36,7,0,2,1,0,20109.21,0
9166,15669946,Jen,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,0
9167,15612103,Wang,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,1
9168,15645353,Chubb,607,France,Male,26,1,0,1,1,0,29818.2,0
9169,15650018,Chen,681,France,Female,43,8,154100.3,1,0,0,114659.81,0
9170,15659002,Mazzanti,766,France,Female,45,6,0,2,0,0,147184.74,0
9171,15616028,T'ao,694,France,Male,30,2,0,3,0,1,15039.41,0
9172,15660475,Ndubueze,411,France,Female,54,9,0,1,0,1,76621.49,0
9173,15652615,Ferri,742,France,Male,39,8,140004.96,1,1,1,92985.78,0
9174,15653572,Thornton,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,1
9175,15628059,DeRose,529,France,Male,61,1,0,2,1,1,191370.97,0
9176,15703413,Montes,519,France,Female,38,7,125328.56,1,1,0,188225.67,0
9177,15610433,Kwemto,573,France,Male,35,9,0,2,1,0,11743.89,0
9178,15770548,Lucchese,453,Germany,Female,28,3,139986.65,1,1,0,136846.75,0
9179,15645637,Huggins,798,Germany,Female,39,6,119787.76,1,1,1,164248.33,0
9180,15590888,Wade,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,0
9181,15568326,Kenenna,637,France,Female,44,2,0,2,1,0,149665.65,0
9182,15655368,Wheeler,672,France,Male,47,1,0,1,0,0,91574.92,0
9183,15665579,Cartwright,597,France,Female,28,0,142705.95,1,1,0,127233.39,0
9184,15676091,Iloerika,543,France,Male,42,7,0,1,1,1,56650.47,0
9185,15716984,Palermo,695,Spain,Female,56,4,0,2,1,0,84644.76,0
9186,15715078,Nkemakolam,584,France,Male,35,6,161613.94,2,1,1,148238.16,0
9187,15569452,Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0
9188,15628863,Calabresi,601,France,Male,38,4,60013.81,1,1,1,38020.05,0
9189,15778192,Nkemdilim,628,Spain,Male,28,4,0,2,1,1,176750.81,0
9190,15793723,Ch'iu,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0
9191,15798943,Alexander,646,France,Female,46,8,0,2,1,0,133059.15,0
9192,15764708,Chiabuotu,572,France,Male,30,6,117696.67,1,1,0,100843.82,0
9193,15791040,Vasilyeva,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,0
9194,15631512,Schneider,597,France,Female,26,8,149989.39,1,1,0,42330.58,0
9195,15640106,Mason,613,France,Male,40,7,124339.9,1,0,0,193309.58,0
9196,15710315,Chukwukadibia,529,Germany,Male,29,4,135759.4,1,0,0,112813.79,1
9197,15771535,Tsui,794,Spain,Female,37,9,0,2,1,0,68008.85,0
9198,15611947,Banks,557,France,Male,34,3,83074,1,1,0,132673.22,0
9199,15670266,Shih,499,France,Female,28,4,141792.61,1,1,1,22001.91,0
9200,15609083,Tretiakova,544,France,Female,26,6,0,1,1,0,100200.4,1
9201,15567923,Barese,739,France,Female,30,6,0,1,0,0,122604.44,0
9202,15788183,Longo,458,Germany,Female,43,1,106870.12,2,1,0,100564.37,0
9203,15735782,MacDonald,528,France,Male,31,9,120962.59,1,1,0,5419.31,0
9204,15774401,Chambers,773,Spain,Male,51,4,0,2,0,0,123587.83,1
9205,15737971,Cowen,646,France,Female,30,5,0,2,1,0,13935.32,0
9206,15758750,Iweobiegbunam,564,France,Male,31,0,110527.17,1,1,1,87060.77,0
9207,15611767,Mai,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,1
9208,15643770,Yu,682,France,Female,52,5,112670.48,1,1,0,21085.17,1
9209,15744717,Duffy,726,France,Female,44,2,0,2,1,1,26733.86,0
9210,15570681,Chiang,560,France,Male,24,1,116084.32,1,1,0,89734.7,0
9211,15792650,Watts,382,Spain,Male,36,0,0,1,1,1,179540.73,1
9212,15605531,Daly,457,Spain,Female,38,6,0,2,1,0,173219.09,0
9213,15605339,Baker,673,France,Female,37,10,0,2,1,1,37411.35,0
9214,15672216,Uvarov,584,France,Female,40,4,82441.75,1,0,0,80852.11,0
9215,15812893,Costa,629,France,Female,39,10,0,2,1,1,43174.49,1
9216,15624180,Genovesi,584,Germany,Female,37,10,134171.8,4,1,1,70927.11,1
9217,15701364,Doherty,724,France,Male,30,10,0,2,1,1,54265.55,0
9218,15762588,Kaleski,644,France,Male,31,5,0,2,1,1,41872.17,0
9219,15806318,Wright,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,1
9220,15712596,Huang,499,France,Male,31,4,0,1,1,0,25950.49,0
